timestamp,device_id,device_type,src_ip,dst_ip,proto,service,conn_state,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,label,proto_encoded,service_encoded,conn_state_encoded,bytes_ratio,pkts_ratio,bytes_per_second,pkts_per_second,label_encoded
2025-12-05 16:02:18,doorlock_02,smart_doorlock,45.33.32.156,192.168.1.104,tcp,https,RSTO,44.636,517,984,26,19,2449,621,unauthorized,0,2,1,0.5248730964467005,1.3,11.582319600331564,0.5824764209064229,4
2025-12-05 18:13:53,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,https,SF,14.553,1979,2258,3,21,1749,2955,benign,0,2,4,0.8760513501549358,0.13636363636363635,135.97636388621686,0.20612889927167788,0
2025-12-05 15:30:42,speaker_01,smart_speaker,203.0.113.2,192.168.1.108,udp,-,RSTOS0,0.131,191,59,2,1,191,91,ddos,1,0,2,3.183333333333333,1.0,1446.969696969697,15.15151515151515,1
2025-12-06 00:39:28,doorlock_02,smart_doorlock,192.168.1.104,192.168.1.1,udp,mqtt,SF,8.839,1189,941,3,15,2070,4678,benign,1,3,4,1.262208067940552,0.1875,134.50226244343892,0.3393665158371041,0
2025-12-05 15:35:12,light_02,smart_light,198.51.100.2,192.168.1.107,tcp,-,REJ,0.006,48,15,3,1,101,75,scan,0,0,0,3.0,1.5,6857.142857142857,428.57142857142856,2
2025-12-05 15:57:03,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,udp,mqtt,SF,23.079,175,2493,1,15,135,2810,benign,1,3,4,0.07016840417000803,0.0625,7.582322357019064,0.04332755632582322,0
2025-12-05 19:58:06,light_01,smart_light,192.168.1.106,192.168.1.1,udp,https,SF,3.814,1970,2485,12,21,785,3853,benign,1,2,4,0.7924376508447305,0.5454545454545454,516.3826998689384,3.145478374836173,0
2025-12-05 18:04:28,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,https,SF,11.717,1389,2688,9,14,203,1368,benign,0,2,4,0.5165489029378951,0.6,118.53558627752176,0.7680491551459293,0
2025-12-05 19:37:45,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,udp,http,SF,11.355,1001,3517,1,6,2149,1690,benign,1,1,4,0.28453666856168275,0.14285714285714285,88.14723494188094,0.08805917576611483,0
2025-12-05 15:30:51,speaker_01,smart_speaker,192.0.2.1,192.168.1.108,tcp,-,S0,0.246,159,19,3,0,74,53,ddos,0,0,3,7.95,3.0,643.7246963562753,12.145748987854251,1
2025-12-05 19:12:46,camera_02,smart_camera,192.168.1.102,192.168.1.1,tcp,http,SF,14.13,1468,1057,7,22,2295,1311,benign,0,1,4,1.387523629489603,0.30434782608695654,103.88507536621611,0.49536480079258366,0
2025-12-05 20:09:45,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,https,SF,17.851,1267,965,11,19,148,2410,benign,0,2,4,1.3115942028985508,0.55,70.97244006273807,0.6161774591082232,0
2025-12-05 15:34:29,light_02,smart_light,192.168.1.107,192.168.1.1,udp,http,SF,24.376,1251,2870,19,14,2311,761,benign,1,1,4,0.43573667711598746,1.2666666666666666,51.31886614431636,0.7794232268121589,0
2025-12-05 17:42:44,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,https,SF,12.594,588,2568,7,19,1015,1758,benign,0,2,4,0.22888283378746593,0.35,46.685192536720926,0.55577610162763,0
2025-12-06 02:33:18,light_02,smart_light,192.168.1.107,192.168.1.1,udp,https,SF,13.93,1030,356,20,8,1352,2405,benign,1,2,4,2.88515406162465,2.2222222222222223,73.93582657382815,1.435647117938411,0
2025-12-05 23:12:33,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,tcp,http,SF,9.956,1799,883,5,12,425,4318,benign,0,1,4,2.0350678733031673,0.38461538461538464,180.67691071607916,0.5021592849251784,0
2025-12-05 15:31:28,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,udp,mqtt,SF,22.13,476,1245,4,12,2231,2522,benign,1,3,4,0.38202247191011235,0.3076923076923077,21.508291536758392,0.18074194568704532,0
2025-12-05 15:30:54,speaker_01,smart_speaker,192.0.2.2,192.168.1.108,tcp,-,REJ,0.085,55,78,1,2,75,73,ddos,0,0,0,0.6962025316455697,0.3333333333333333,639.5348837209302,11.627906976744185,1
2025-12-05 17:36:23,light_01,smart_light,192.168.1.106,192.168.1.1,udp,mqtt,SF,14.355,1125,3774,7,16,2251,2936,benign,1,3,4,0.2980132450331126,0.4117647058823529,78.36444692114796,0.4876010030649206,0
2025-12-05 17:05:51,camera_01,smart_camera,192.168.1.101,104.16.123.96,tcp,-,SF,1.21,438,270,6,6,457,198,mirai,0,0,4,1.6162361623616237,0.8571428571428571,361.6845582163502,4.954582989265071,3
2025-12-05 15:34:12,light_02,smart_light,192.168.1.107,192.168.1.1,tcp,http,SF,19.295,988,3156,10,23,1671,698,benign,0,1,4,0.31295533734558123,0.4166666666666667,51.202321724709776,0.5182421227197346,0
2025-12-06 00:52:31,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,http,SF,22.212,905,3145,7,14,1986,3771,benign,0,1,4,0.2876668785759695,0.4666666666666667,40.741907891775085,0.31513077927339844,0
2025-12-06 00:10:03,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,mqtt,SF,26.762,1343,3737,6,17,1608,1058,benign,0,3,4,0.35928303905831993,0.3333333333333333,50.18122034151627,0.22419011321600715,0
2025-12-05 16:58:18,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,http,SF,3.41,454,1263,5,6,1577,809,benign,0,1,4,0.35917721518987344,0.7142857142857143,133.09879800644973,1.4658457930225741,0
2025-12-05 16:47:06,doorlock_02,smart_doorlock,192.168.1.104,192.168.1.1,udp,mqtt,SF,14.789,553,3708,11,22,1152,3120,benign,1,3,4,0.14909679158802913,0.4782608695652174,37.390128465179174,0.7437457741717377,0
2025-12-05 16:32:21,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,https,SF,28.37,722,119,4,4,204,4795,benign,1,2,4,6.016666666666667,0.8,25.4485213774629,0.14098903810228752,0
2025-12-05 15:30:46,speaker_01,smart_speaker,104.16.123.96,192.168.1.108,udp,-,REJ,0.347,99,84,5,0,110,45,ddos,1,0,0,1.1647058823529413,5.0,284.48275862068965,14.367816091954024,1
2025-12-05 16:53:31,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,tcp,http,SF,5.716,493,2187,8,14,833,4768,benign,0,1,4,0.2253199268738574,0.5333333333333333,86.234038831555,1.3993353157250306,0
2025-12-05 15:30:31,speaker_01,smart_speaker,203.0.113.1,192.168.1.108,tcp,-,REJ,0.381,118,97,2,0,141,18,ddos,0,0,0,1.2040816326530612,2.0,308.9005235602094,5.2356020942408374,1
2025-12-05 16:20:50,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,https,SF,8.903,194,2526,12,10,2317,2350,benign,0,2,4,0.07677087455480808,1.0909090909090908,21.78796046720575,1.3477088948787062,0
2025-12-06 13:33:18,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,https,SF,6.842,1009,3602,1,11,1376,4068,benign,0,2,4,0.2800444074382459,0.08333333333333333,147.4499488528423,0.14613473622680112,0
2025-12-05 19:43:33,light_02,smart_light,192.168.1.107,192.168.1.1,udp,mqtt,SF,8.733,1455,1677,3,7,1847,4401,benign,1,3,4,0.8671036948748511,0.375,166.59033661552553,0.3434852301351042,0
2025-12-05 15:38:33,camera_02,smart_camera,45.33.32.156,192.168.1.102,tcp,ssh,SF,6.597,1585,303,6,7,2141,264,unauthorized,0,4,4,5.213815789473684,0.75,240.22431039709,0.9093664746892997,4
2025-12-05 19:02:23,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,udp,http,SF,6.19,1645,1776,8,7,104,4074,benign,1,1,4,0.9257175014068655,1.0,265.70828622193505,1.2921983524471006,0
2025-12-05 21:15:54,doorlock_02,smart_doorlock,192.168.1.104,192.168.1.1,tcp,mqtt,SF,15.834,1070,3323,5,23,2098,2862,benign,0,3,4,0.32190132370637786,0.20833333333333334,67.57183454373224,0.3157562361856647,0
2025-12-05 16:49:30,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,http,SF,18.679,1418,1876,16,4,2430,110,benign,1,1,4,0.7554608417687799,3.2,75.9100642398287,0.8565310492505354,0
2025-12-06 09:12:26,camera_02,smart_camera,192.168.1.102,192.168.1.1,tcp,https,SF,24.521,1411,4039,14,11,1109,4716,benign,0,2,4,0.34925742574257423,1.1666666666666667,57.540168012397025,0.5709159122420683,0
2025-12-06 06:41:51,doorlock_02,smart_doorlock,192.168.1.104,192.168.1.1,udp,mqtt,SF,23.49,408,3246,16,12,1508,669,benign,1,3,4,0.1256544502617801,1.2307692307692308,17.368353837639948,0.6811119152015666,0
2025-12-05 15:42:47,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,mqtt,SF,0.765,286,3973,12,21,1168,3317,benign,0,3,4,0.07196779063915451,0.5454545454545454,373.3681462140992,15.66579634464752,0
2025-12-05 18:03:43,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,https,SF,25.048,1122,1030,7,20,2396,226,benign,1,2,4,1.0882638215324927,0.3333333333333333,44.792207273743465,0.27945227354385405,0
2025-12-05 15:30:37,speaker_01,smart_speaker,104.16.123.96,192.168.1.108,tcp,-,RSTOS0,0.073,164,57,1,2,297,117,ddos,0,0,2,2.8275862068965516,0.3333333333333333,2216.2162162162163,13.513513513513514,1
2025-12-05 22:23:15,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,http,SF,22.458,2039,3449,19,19,1392,3061,benign,1,1,4,0.5910144927536232,0.95,90.78765750923905,0.845986018967897,0
2025-12-05 16:44:15,doorlock_01,smart_doorlock,45.33.32.156,192.168.1.103,tcp,ssh,RSTO,9.012,1927,956,10,6,890,1320,unauthorized,0,4,1,2.013584117032393,1.4285714285714286,213.80228558748476,1.1095084877399313,4
2025-12-06 08:48:48,doorlock_02,smart_doorlock,192.168.1.104,192.168.1.1,udp,http,SF,12.757,1131,1885,15,10,597,3163,benign,1,1,4,0.5996818663838812,1.3636363636363635,88.65025866123217,1.175732873491143,0
2025-12-05 22:41:42,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,mqtt,SF,8.193,887,2168,4,2,1783,4235,benign,1,3,4,0.408944213923467,1.3333333333333333,108.24993897974129,0.488162069807176,0
2025-12-05 19:56:27,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,udp,http,SF,5.226,1001,70,12,19,1254,567,benign,1,1,4,14.098591549295774,0.6,191.50564377271857,2.2957719533193033,0
2025-12-05 16:50:12,light_02,smart_light,192.168.1.107,192.168.1.1,udp,mqtt,SF,8.674,1520,636,12,3,1212,3286,benign,1,3,4,2.3861852433281006,3.0,175.2161383285303,1.38328530259366,0
2025-12-05 21:27:18,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,udp,mqtt,SF,11.125,1417,676,9,15,2427,1780,benign,1,3,4,2.0930576070901035,0.5625,127.35933848642819,0.8089160524896639,0
2025-12-05 16:18:32,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,mqtt,SF,12.513,1585,2422,20,9,639,668,benign,0,3,4,0.6541477507222452,2.0,126.65814287997443,1.5982100047946302,0
2025-12-05 22:49:21,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,mqtt,SF,14.142,725,1308,20,10,789,2277,benign,1,3,4,0.5538579067990833,1.8181818181818181,51.262108463550874,1.4141271300289897,0
2025-12-05 15:30:36,speaker_01,smart_speaker,192.0.2.2,192.168.1.108,udp,-,REJ,0.438,125,2,3,1,280,147,ddos,1,0,0,41.666666666666664,1.5,284.7380410022779,6.83371298405467,1
2025-12-05 16:35:02,camera_02,smart_camera,192.168.1.102,192.168.1.1,tcp,mqtt,SF,23.06,250,2523,6,24,1442,178,benign,0,3,4,0.09904912836767037,0.24,10.840813494644639,0.2601795238714713,0
2025-12-06 02:39:00,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,https,SF,0.724,1874,3861,4,22,2106,671,benign,0,2,4,0.48524080787156915,0.17391304347826086,2584.8275862068967,5.517241379310345,0
2025-12-05 15:31:15,speaker_01,smart_speaker,104.16.123.96,192.168.1.108,tcp,-,S0,0.249,118,24,2,2,234,10,ddos,0,0,3,4.72,0.6666666666666666,472.0,8.0,1
2025-12-05 18:18:38,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,udp,https,SF,1.174,1761,3539,12,3,1784,1956,benign,1,2,4,0.49745762711864405,3.0,1498.7234042553193,10.21276595744681,0
2025-12-05 15:48:00,doorlock_01,smart_doorlock,198.51.100.2,192.168.1.103,tcp,-,S0,0.079,73,10,1,2,99,16,scan,0,0,3,6.636363636363637,0.3333333333333333,912.5,12.5,2
2025-12-05 18:08:58,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,udp,https,SF,12.569,609,1208,3,19,855,4866,benign,1,2,4,0.5037220843672456,0.15,48.44868735083532,0.2386634844868735,0
2025-12-05 18:28:56,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,mqtt,SF,2.928,936,3804,13,2,127,4907,benign,0,3,4,0.24599211563731932,4.333333333333333,319.56299078183685,4.438374871969956,0
2025-12-05 21:56:00,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,mqtt,SF,6.648,1383,3927,12,4,1374,4664,benign,0,3,4,0.3520875763747454,2.4,208.00120318844938,1.8047826740863289,0
2025-12-05 17:07:59,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,udp,https,SF,7.665,518,3242,17,9,483,384,benign,1,2,4,0.1597286463151403,1.7,67.57109313853378,2.2175841377511087,0
2025-12-05 19:52:23,light_02,smart_light,192.168.1.107,192.168.1.1,tcp,mqtt,SF,9.912,1625,347,9,4,1451,2623,benign,0,3,4,4.669540229885057,1.8,163.92615757086654,0.9078987188540301,0
2025-12-05 16:25:23,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,mqtt,SF,7.897,961,2398,18,13,609,4819,benign,0,3,4,0.40058357649020426,1.2857142857142858,121.67637376551025,2.279057989364396,0
2025-12-05 19:40:48,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,mqtt,SF,23.17,267,1329,9,9,2230,1747,benign,0,3,4,0.20075187969924813,0.9,11.523024470242975,0.38841655517672946,0
2025-12-05 15:35:19,light_02,smart_light,198.51.100.2,192.168.1.107,tcp,-,REJ,0.079,40,2,3,1,96,23,scan,0,0,0,13.333333333333334,1.5,500.0,37.5,2
2025-12-06 10:55:48,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,tcp,mqtt,SF,5.271,437,2890,2,6,1851,361,benign,0,3,4,0.15115876859218264,0.2857142857142857,82.8907435508346,0.3793626707132018,0
2025-12-06 01:50:08,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,udp,https,SF,28.152,1141,2648,6,20,916,1724,benign,1,2,4,0.43072857682144206,0.2857142857142857,40.52854047526018,0.213121159379107,0
2025-12-05 22:07:24,camera_02,smart_camera,192.168.1.102,192.168.1.1,udp,https,SF,25.817,1134,406,13,23,922,3209,benign,1,2,4,2.786240786240786,0.5416666666666666,43.92284452707413,0.5035246727089627,0
2025-12-05 16:43:08,camera_01,smart_camera,192.168.1.101,104.16.123.96,tcp,-,SF,0.787,482,295,4,4,522,284,mirai,0,0,4,1.6283783783783783,0.8,611.6751269035533,5.0761421319796955,3
2025-12-05 18:08:42,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,udp,http,SF,19.62,1443,778,20,10,842,175,benign,1,1,4,1.852374839537869,1.8181818181818181,73.54365220936751,1.0193160389378726,0
2025-12-05 22:30:50,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,udp,http,SF,13.803,1131,1345,3,17,542,1299,benign,1,1,4,0.8402674591381872,0.16666666666666666,81.9327731092437,0.21732831063459868,0
2025-12-06 02:01:28,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,http,SF,4.197,1464,185,9,19,559,3817,benign,0,1,4,7.870967741935484,0.45,348.7374940447832,2.1438780371605524,0
2025-12-05 15:46:36,doorlock_01,smart_doorlock,198.51.100.2,192.168.1.103,tcp,-,REJ,0.086,63,55,2,1,99,22,scan,0,0,0,1.125,1.0,724.1379310344828,22.98850574712644,2
2025-12-05 22:01:33,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,http,SF,29.054,1422,3102,13,19,329,635,benign,0,1,4,0.4582661940058008,0.65,48.941662364481154,0.44742729306487694,0
2025-12-05 21:47:15,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,udp,https,SF,4.73,1640,2437,12,7,2005,3741,benign,1,2,4,0.6726825266611977,1.5,346.6497569224265,2.536461636017755,0
2025-12-06 09:34:57,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,udp,mqtt,SF,4.262,906,816,5,21,957,3535,benign,1,3,4,1.108935128518972,0.22727272727272727,212.52638986629134,1.172882946281961,0
2025-12-05 17:37:38,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,https,SF,28.195,1914,1375,8,22,1654,4018,benign,0,2,4,1.3909883720930232,0.34782608695652173,67.88196907362746,0.28372818839551706,0
2025-12-05 18:17:36,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,https,SF,11.857,330,2091,14,14,871,1728,benign,0,2,4,0.1577437858508604,0.9333333333333333,27.829313543599262,1.180637544273908,0
2025-12-05 22:18:53,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,udp,mqtt,SF,28.089,1637,2497,10,16,713,3784,benign,1,3,4,0.655324259407526,0.5882352941176471,58.276966892132435,0.35599857600569595,0
2025-12-05 15:30:27,speaker_01,smart_speaker,203.0.113.2,192.168.1.108,udp,-,S0,0.211,167,35,2,1,86,49,ddos,1,0,3,4.638888888888889,1.0,787.7358490566038,9.433962264150944,1
2025-12-05 17:24:21,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,mqtt,SF,19.038,1696,3804,5,8,196,3418,benign,0,3,4,0.4457293035479632,0.5555555555555556,89.08030883974997,0.26261883502284783,0
2025-12-05 17:18:33,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,mqtt,SF,9.669,1651,3344,7,14,2060,2110,benign,0,3,4,0.4935724962630792,0.4666666666666667,170.73422957600826,0.7238883143743536,0
2025-12-05 19:07:32,light_02,smart_light,192.168.1.107,192.168.1.1,udp,mqtt,SF,22.257,1968,3330,10,12,2060,3648,benign,1,3,4,0.590813569498649,0.7692307692307693,88.4176475873843,0.4492766645700422,0
2025-12-06 02:24:28,light_02,smart_light,192.168.1.107,192.168.1.1,udp,mqtt,SF,24.19,383,3216,16,14,1933,2948,benign,1,3,4,0.11905502020516008,1.0666666666666667,15.832334339217063,0.6614030011161175,0
2025-12-05 15:37:21,doorlock_01,smart_doorlock,198.51.100.2,192.168.1.103,tcp,-,RSTO,0.023,65,45,2,2,115,11,scan,0,0,1,1.4130434782608696,0.6666666666666666,2708.3333333333335,83.33333333333333,2
2025-12-05 16:09:18,camera_02,smart_camera,192.168.1.102,192.168.1.1,udp,http,SF,17.466,107,1310,13,24,724,545,benign,1,1,4,0.08161708619374523,0.52,6.125837293181427,0.7442606057136313,0
2025-12-06 00:43:00,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,http,SF,23.543,1184,948,14,5,552,815,benign,1,1,4,1.2476290832455217,2.3333333333333335,50.28882093102276,0.5946313285762826,0
2025-12-06 04:36:59,camera_01,smart_camera,192.168.1.101,192.168.1.1,udp,http,SF,15.089,1899,1743,12,15,2473,3631,benign,1,1,4,1.088876146788991,0.75,125.84493041749504,0.7952286282306164,0
2025-12-05 21:03:53,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,http,SF,19.151,799,3620,4,22,981,4989,benign,0,1,4,0.22065727699530516,0.17391304347826086,41.71888053467001,0.20885547201336674,0
2025-12-05 18:37:28,thermostat_01,smart_thermostat,192.168.1.105,192.168.1.1,tcp,http,SF,25.0,1010,2919,8,23,2267,3470,benign,0,1,4,0.3458904109589041,0.3333333333333333,40.39838406463741,0.3199872005119795,0
2025-12-05 15:30:36,doorlock_01,smart_doorlock,198.51.100.2,192.168.1.103,tcp,-,RSTO,0.026,70,30,2,2,72,54,scan,0,0,1,2.2580645161290325,0.6666666666666666,2592.5925925925926,74.07407407407408,2
2025-12-05 22:15:12,light_01,smart_light,192.168.1.106,192.168.1.1,tcp,mqtt,SF,7.467,690,3397,19,22,580,2569,benign,0,3,4,0.20306062389640966,0.8260869565217391,92.39421531869309,2.544188537761114,0
2025-12-06 04:14:18,camera_02,smart_camera,192.168.1.102,192.168.1.1,udp,http,SF,13.317,1603,1415,17,25,2199,401,benign,1,1,4,1.1320621468926553,0.6538461538461539,120.36341793062022,1.2764679381288482,0
2025-12-05 17:37:48,light_02,smart_light,192.168.1.107,192.168.1.1,udp,http,SF,26.536,1972,2028,9,8,1716,4878,benign,1,1,4,0.9719073435189749,1.0,74.3113388853299,0.3391491125598221,0
2025-12-05 18:06:34,doorlock_01,smart_doorlock,192.168.1.103,192.168.1.1,tcp,http,SF,16.996,275,2281,12,16,574,2094,benign,0,1,4,0.12050832602979843,0.7058823529411765,16.179325763370006,0.7060069424016003,0
2025-12-06 02:48:48,light_02,smart_light,192.168.1.107,192.168.1.1,udp,mqtt,SF,8.369,650,523,15,13,1943,1673,benign,1,3,4,1.2404580152671756,1.0714285714285714,77.65830346475508,1.792114695340502,0
2025-12-06 01:31:38,speaker_01,smart_speaker,192.168.1.108,192.168.1.1,tcp,https,SF,14.787,1088,1184,18,24,1537,3830,benign,0,2,4,0.9181434599156119,0.72,73.57316743305383,1.2172031376791994,0
